Sample_series_id,library name,title,source name,organism,molecule,description,processed data file ,raw file,single or paired-end,instrument model,Sample characteristics
GSE185239,Wt_F_8_hpi_plus_8hPAA_2,"WT strain F infection, 8 h p.i., PAA, replicate 2",Total RNA,Homo sapiens sapiens,total RNA,Total RNA prepared using Trizol,gene_counts.tsv,Nr23_strain_F_8hpi+PAA_RNA_R1.fq.gz;Nr23_strain_F_8hpi+PAA_RNA_R2.fq.gz,NA,NA,"Time post infection:8 hpi&&Cell type:human fetal foreskin fibroblasts&&Infection with:Herpes simplex virus 1, strain F&&treatment :PAA (350 µg/ml)&&"
GSE185239,Wt_F_8hpi_2,"WT strain F infection, 8 h p.i. replicate 2",Total RNA,Homo sapiens sapiens,total RNA,Total RNA prepared using Trizol,gene_counts.tsv,Nr22_strain_F_8hpi_RNA_R1.fq.gz;Nr22_strain_F_8hpi_RNA_R2.fq.gz,NA,NA,"Time post infection:8 hpi&&Cell type:human fetal foreskin fibroblasts&&Infection with:Herpes simplex virus 1, strain F&&treatment :no treatment&&"
GSE185240,TH4_ICP22_1,"GFP-expressing HH-TERT cells, infected with US1 deletion mutant HSV-1 strain 17, 8 hpi, replicate 1",Omin-ATAC-seq,homo sapiens,NA,NA,TH4_ICP22_1.bedgraph,TH4_ICP22_R1.fq.gz;TH4_ICP22_R2.fq.gz,NA,NA,cell line:HFF-TERT cells doxycycline-inducibly expressing GFP (control sample)&&Virus strain:HSV-1(17+)Lox BAC derived US1 deletion mutant&&:infected with US1 mutant&&
GSE185240,TH4_ICP22_2,"GFP-expressing HH-TERT cells, infected with US1 deletion mutant HSV-1 strain 17, 8 hpi, replicate 2",Omin-ATAC-seq,homo sapiens,NA,NA,TH4_ICP22_2.bedgraph,TH4_ICP22_rep_2_R1.fq.gz;TH4_ICP22_rep_2_R2.fq.gz,NA,NA,cell line:HFF-TERT cells doxycycline-inducibly expressing GFP (control sample)&&Virus strain:HSV-1(17+)Lox BAC derived US1 deletion mutant&&:infected with US1 mutant&&
GSE185240,TH4_Mock1_1,"GFP-expressing HH-TERT cells, mock-infected, 8 hpi, replicate 1",Omin-ATAC-seq,homo sapiens,NA,NA,TH4_Mock1_1.bedgraph,TH4_Mock1_R1.fq.gz;TH4_Mock1_R2.fq.gz,NA,NA,cell line:HFF-TERT cells doxycycline-inducibly expressing GFP (control sample)&&:mock infected&&
GSE185240,TH4_Mock1_2,"GFP-expressing HH-TERT cells, mock-infected, 8 hpi, replicate 2",Omin-ATAC-seq,homo sapiens,NA,NA,TH4_Mock1_2.bedgraph,TH4_Mock1_rep_2_R1.fq.gz;TH4_Mock1_rep_2_R2.fq.gz,NA,NA,cell line:HFF-TERT cells doxycycline-inducibly expressing GFP (control sample)&&:mock infected&&
GSE185240,TH4_WT_1,"GFP-expressing HH-TERT cells, infected with BAC-derived WT HSV-1 strain 17, 8 hpi, replicate 1",Omin-ATAC-seq,homo sapiens,NA,NA,TH4_WT_1.bedgraph,TH4_WT_R1.fq.gz;TH4_WT_R2.fq.gz,NA,NA,cell line:HFF-TERT cells doxycycline-inducibly expressing GFP (control sample)&&Virus strain:HSV-1(17+)Lox BAC derived WT virus&&:infected with parental BAC derived wt virus&&
GSE185240,TH4_WT_2,"GFP-expressing HH-TERT cells, infected with BAC-derived WT HSV-1 strain 17, 8 hpi, replicate 2",Omin-ATAC-seq,homo sapiens,NA,NA,TH4_WT_2.bedgraph,TH4_WT_rep_2_R1.fq.gz;TH4_WT_rep_2_R2.fq.gz,NA,NA,cell line:HFF-TERT cells doxycycline-inducibly expressing GFP (control sample)&&Virus strain:HSV-1(17+)Lox BAC derived WT virus&&:infected with parental BAC derived wt virus&&
GSE208077,PR22034,"HFF-tert, doxycycline-inducible ICP22, 5ug/ml doxycycline for 24h, 200mM KCl for 2h, rep1",NA,Homo sapiens sapiens,DNA,ICP22_dox_KCl_R1,ICP22_dox_KCl_R1.bedgraph,ICP22_dox_KCl_R1_R1.fq.gz;ICP22_dox_KCl_R1_R2.fq.gz,paired-end,NextSeq 500,"tissue:foreskin&&cell line:HFF-tert (telomerase-immortalized), transduced with lentivirus containing an inducible ICP22 cassette and rtTA3&&cell type:Human telomerase reverse transcriptase (hTERT)-Immortalized cell line&&treatment:5ug/ml doxycycline for 24h, 200mM KCl for 2h&&"
GSE208077,PR22034,"HFF-tert, doxycycline-inducible ICP22, 5ug/ml doxycycline for 24h, 200mM KCl for 2h, rep2",NA,Homo sapiens sapiens,DNA,ICP22_dox_KCl_R2,ICP22_dox_KCl_R2.bedgraph,ICP22_dox_KCl_R2_R1.fq.gz;ICP22_dox_KCl_R2_R2.fq.gz,paired-end,NextSeq 500,"tissue:foreskin&&cell line:HFF-tert (telomerase-immortalized), transduced with lentivirus containing an inducible ICP22 cassette and rtTA3&&cell type:Human telomerase reverse transcriptase (hTERT)-Immortalized cell line&&treatment:5ug/ml doxycycline for 24h, 200mM KCl for 2h&&"
GSE208077,PR22034,"HFF-tert, doxycycline-inducible ICP22, 5ug/ml doxycycline for 24h, no KCl, rep1",NA,Homo sapiens sapiens,DNA,ICP22_dox_R1,ICP22_dox_R1.bedgraph,ICP22_dox_R1_R1.fq.gz;ICP22_dox_R1_R2.fq.gz,paired-end,NextSeq 500,"tissue:foreskin&&cell line:HFF-tert (telomerase-immortalized), transduced with lentivirus containing an inducible ICP22 cassette and rtTA3&&cell type:Human telomerase reverse transcriptase (hTERT)-Immortalized cell line&&treatment:5ug/ml doxycycline for 24h, no KCl&&"
GSE208077,PR22034,"HFF-tert, doxycycline-inducible ICP22, 5ug/ml doxycycline for 24h, no KCl, rep2",NA,Homo sapiens sapiens,DNA,ICP22_dox_R2,ICP22_dox_R2.bedgraph,ICP22_dox_R2_R1.fq.gz;ICP22_dox_R2_R2.fq.gz,paired-end,NextSeq 500,"tissue:foreskin&&cell line:HFF-tert (telomerase-immortalized), transduced with lentivirus containing an inducible ICP22 cassette and rtTA3&&cell type:Human telomerase reverse transcriptase (hTERT)-Immortalized cell line&&treatment:5ug/ml doxycycline for 24h, no KCl&&"
GSE208077,PR22034,"HFF-tert, doxycycline-inducible ICP22, no doxycycline, 200mM KCl for 2h, rep1",NA,Homo sapiens sapiens,DNA,ICP22_no_dox_KCl_R1,ICP22_no_dox_KCl_R1.bedgraph,ICP22_no_dox_KCl_R1_R1.fq.gz;ICP22_no_dox_KCl_R1_R2.fq.gz,paired-end,NextSeq 500,"tissue:foreskin&&cell line:HFF-tert (telomerase-immortalized), transduced with lentivirus containing an inducible ICP22 cassette and rtTA3&&cell type:Human telomerase reverse transcriptase (hTERT)-Immortalized cell line&&treatment:no doxycycline, 200mM KCl for 2h&&"
GSE208077,PR22034,"HFF-tert, doxycycline-inducible ICP22, no doxycycline, 200mM KCl for 2h, rep2",NA,Homo sapiens sapiens,DNA,ICP22_no_dox_KCl_R2,ICP22_no_dox_KCl_R2.bedgraph,ICP22_no_dox_KCl_R2_R1.fq.gz;ICP22_no_dox_KCl_R2_R2.fq.gz,paired-end,NextSeq 500,"tissue:foreskin&&cell line:HFF-tert (telomerase-immortalized), transduced with lentivirus containing an inducible ICP22 cassette and rtTA3&&cell type:Human telomerase reverse transcriptase (hTERT)-Immortalized cell line&&treatment:no doxycycline, 200mM KCl for 2h&&"
GSE208077,PR22034,"HFF-tert, doxycycline-inducible ICP22, no doxycycline, no KCl, rep1",NA,Homo sapiens sapiens,DNA,ICP22_no_dox_R1,ICP22_no_dox_R1.bedgraph,ICP22_no_dox_R1_R1.fq.gz;ICP22_no_dox_R1_R2.fq.gz,paired-end,NextSeq 500,"tissue:foreskin&&cell line:HFF-tert (telomerase-immortalized), transduced with lentivirus containing an inducible ICP22 cassette and rtTA3&&cell type:Human telomerase reverse transcriptase (hTERT)-Immortalized cell line&&treatment:no doxycycline, no KCl&&"
GSE208077,PR22034,"HFF-tert, doxycycline-inducible ICP22, no doxycycline, no KCl, rep2",NA,Homo sapiens sapiens,DNA,ICP22_no_dox_R2,ICP22_no_dox_R2.bedgraph,ICP22_no_dox_R2_R1.fq.gz;ICP22_no_dox_R2_R2.fq.gz,paired-end,NextSeq 500,"tissue:foreskin&&cell line:HFF-tert (telomerase-immortalized), transduced with lentivirus containing an inducible ICP22 cassette and rtTA3&&cell type:Human telomerase reverse transcriptase (hTERT)-Immortalized cell line&&treatment:no doxycycline, no KCl&&"
GSE208077,PR22034,"HFF-tert, doxycycline-inducible ICP27, 5ug/ml doxycycline for 24h, no  KCl, rep1",NA,Homo sapiens sapiens,DNA,ICP27_dox_R1,ICP27_dox_R1.bedgraph,ICP27_dox_R1_R1.fq.gz;ICP27_dox_R1_R2.fq.gz,paired-end,NextSeq 500,"tissue:foreskin&&cell line:HFF-tert (telomerase-immortalized), transduced with lentivirus containing an inducible ICP27 cassette and rtTA3&&cell type:Human telomerase reverse transcriptase (hTERT)-Immortalized cell line&&treatment:5ug/ml doxycycline for 24h, no  KCl&&"
GSE208077,PR22034,"HFF-tert, doxycycline-inducible ICP27, 5ug/ml doxycycline for 24h, no  KCl, rep2",NA,Homo sapiens sapiens,DNA,ICP27_dox_R2,ICP27_dox_R2.bedgraph,ICP27_dox_R2_R1.fq.gz;ICP27_dox_R2_R2.fq.gz,paired-end,NextSeq 500,"tissue:foreskin&&cell line:HFF-tert (telomerase-immortalized), transduced with lentivirus containing an inducible ICP27 cassette and rtTA3&&cell type:Human telomerase reverse transcriptase (hTERT)-Immortalized cell line&&treatment:5ug/ml doxycycline for 24h, no  KCl&&"
GSE208077,PR22034,"HFF-tert, doxycycline-inducible ICP27, no treatment, rep1",NA,Homo sapiens sapiens,DNA,ICP27_no_dox_R1,ICP27_no_dox_R1.bedgraph,ICP27_no_dox_R1_R1.fq.gz;ICP27_no_dox_R1_R2.fq.gz,paired-end,NextSeq 500,"tissue:foreskin&&cell line:HFF-tert (telomerase-immortalized), transduced with lentivirus containing an inducible ICP27 cassette and rtTA3&&cell type:Human telomerase reverse transcriptase (hTERT)-Immortalized cell line&&treatment:no treatment&&"
GSE208077,PR22034,"HFF-tert, doxycycline-inducible ICP27, no treatment, rep2",NA,Homo sapiens sapiens,DNA,ICP27_no_dox_R2,ICP27_no_dox_R2.bedgraph,ICP27_no_dox_R2_R1.fq.gz;ICP27_no_dox_R2_R2.fq.gz,paired-end,NextSeq 500,"tissue:foreskin&&cell line:HFF-tert (telomerase-immortalized), transduced with lentivirus containing an inducible ICP27 cassette and rtTA3&&cell type:Human telomerase reverse transcriptase (hTERT)-Immortalized cell line&&treatment:no treatment&&"
GSE208078,"ICP22/27 OE, salt stress","HFF-tert doxycycline-inducible ICP22, 5ug/ml doxycycline for 24h, 200mM KCl for 2h, rep1",NA,Homo sapiens sapiens,total RNA,ICP22_dox_KCl_rep1,gene_counts.tsv,ICP22_dox_KCl_R1.fq.gz,single,NextSeq 500,"tissue:foreskin&&cell line:HFF-tert (telomerase-immortalized), transduced with lentivirus containing an inducible ICP22 cassette and rtTA3&&cell type:Human telomerase reverse transcriptase (hTERT)-Immortalized cell line&&treatment:5ug/ml doxycycline for 24h, 200mM KCl for 2h&&"
GSE208078,"ICP22/27 OE, salt stress","HFF-tert doxycycline-inducible ICP22, 5ug/ml doxycycline for 24h, 200mM KCl for 2h, rep2",NA,Homo sapiens sapiens,total RNA,ICP22_dox_KCl_rep2,gene_counts.tsv,ICP22_dox_KCl_R2.fq.gz,single,NextSeq 500,"tissue:foreskin&&cell line:HFF-tert (telomerase-immortalized), transduced with lentivirus containing an inducible ICP22 cassette and rtTA3&&cell type:Human telomerase reverse transcriptase (hTERT)-Immortalized cell line&&treatment:5ug/ml doxycycline for 24h, 200mM KCl for 2h&&"
GSE208078,"ICP22/27 OE, salt stress","HFF-tert doxycycline-inducible ICP22, 5ug/ml doxycycline for 24h, no KCl, rep1",NA,Homo sapiens sapiens,total RNA,ICP22_dox_rep1,gene_counts.tsv,ICP22_dox_R1.fq.gz,single,NextSeq 500,"tissue:foreskin&&cell line:HFF-tert (telomerase-immortalized), transduced with lentivirus containing an inducible ICP22 cassette and rtTA3&&cell type:Human telomerase reverse transcriptase (hTERT)-Immortalized cell line&&treatment:5ug/ml doxycycline for 24h, no KCl&&"
GSE208078,"ICP22/27 OE, salt stress","HFF-tert doxycycline-inducible ICP22, 5ug/ml doxycycline for 24h, no KCl, rep2",NA,Homo sapiens sapiens,total RNA,ICP22_dox_rep2,gene_counts.tsv,ICP22_dox_R2.fq.gz,single,NextSeq 500,"tissue:foreskin&&cell line:HFF-tert (telomerase-immortalized), transduced with lentivirus containing an inducible ICP22 cassette and rtTA3&&cell type:Human telomerase reverse transcriptase (hTERT)-Immortalized cell line&&treatment:5ug/ml doxycycline for 24h, no KCl&&"
GSE208078,"ICP22/27 OE, salt stress","HFF-tert doxycycline-inducible ICP22, no doxycycline, 200mM KCl for 2h, rep1",NA,Homo sapiens sapiens,total RNA,ICP22_no_dox_KCl_rep1,gene_counts.tsv,ICP22_no_dox_KCl_R1.fq.gz,single,NextSeq 500,"tissue:foreskin&&cell line:HFF-tert (telomerase-immortalized), transduced with lentivirus containing an inducible ICP22 cassette and rtTA3&&cell type:Human telomerase reverse transcriptase (hTERT)-Immortalized cell line&&treatment:no doxycycline, 200mM KCl for 2h&&"
GSE208078,"ICP22/27 OE, salt stress","HFF-tert doxycycline-inducible ICP22, no doxycycline, 200mM KCl for 2h, rep2",NA,Homo sapiens sapiens,total RNA,ICP22_no_dox_KCl_rep2,gene_counts.tsv,ICP22_no_dox_KCl_R2.fq.gz,single,NextSeq 500,"tissue:foreskin&&cell line:HFF-tert (telomerase-immortalized), transduced with lentivirus containing an inducible ICP22 cassette and rtTA3&&cell type:Human telomerase reverse transcriptase (hTERT)-Immortalized cell line&&treatment:no doxycycline, 200mM KCl for 2h&&"
GSE208078,"ICP22/27 OE, salt stress","HFF-tert doxycycline-inducible ICP22, no doxycycline, no KCl, rep1",NA,Homo sapiens sapiens,total RNA,ICP22_no_dox_rep1,gene_counts.tsv,ICP22_no_dox_R1.fq.gz,single,NextSeq 500,"tissue:foreskin&&cell line:HFF-tert (telomerase-immortalized), transduced with lentivirus containing an inducible ICP22 cassette and rtTA3&&cell type:Human telomerase reverse transcriptase (hTERT)-Immortalized cell line&&treatment:no doxycycline, no KCl&&"
GSE208078,"ICP22/27 OE, salt stress","HFF-tert doxycycline-inducible ICP22, no doxycycline, no KCl, rep2",NA,Homo sapiens sapiens,total RNA,ICP22_no_dox_rep2,gene_counts.tsv,ICP22_no_dox_R2.fq.gz,single,NextSeq 500,"tissue:foreskin&&cell line:HFF-tert (telomerase-immortalized), transduced with lentivirus containing an inducible ICP22 cassette and rtTA3&&cell type:Human telomerase reverse transcriptase (hTERT)-Immortalized cell line&&treatment:no doxycycline, no KCl&&"
GSE208078,"ICP22/27 OE, salt stress","HFF-tert doxycycline-inducible ICP27, 5ug/ml doxycycline for 24h, no KCl, rep1",NA,Homo sapiens sapiens,total RNA,ICP27_dox_rep1,gene_counts.tsv,ICP27_dox_R1.fq.gz,single,NextSeq 500,"tissue:foreskin&&cell line:HFF-tert (telomerase-immortalized), transduced with lentivirus containing an inducible ICP27 cassette and rtTA3&&cell type:Human telomerase reverse transcriptase (hTERT)-Immortalized cell line&&treatment:5ug/ml doxycycline for 24h, no KCl&&"
GSE208078,"ICP22/27 OE, salt stress","HFF-tert doxycycline-inducible ICP27, 5ug/ml doxycycline for 24h, no KCl, rep2",NA,Homo sapiens sapiens,total RNA,ICP27_dox_rep2,gene_counts.tsv,ICP27_dox_R2.fq.gz,single,NextSeq 500,"tissue:foreskin&&cell line:HFF-tert (telomerase-immortalized), transduced with lentivirus containing an inducible ICP27 cassette and rtTA3&&cell type:Human telomerase reverse transcriptase (hTERT)-Immortalized cell line&&treatment:5ug/ml doxycycline for 24h, no KCl&&"
GSE208078,"ICP22/27 OE, salt stress","HFF-tert doxycycline-inducible ICP27, no doxycycline, no KCl, rep1",NA,Homo sapiens sapiens,total RNA,ICP27_no_dox_rep1,gene_counts.tsv,ICP27_no_dox_R1.fq.gz,single,NextSeq 500,"tissue:foreskin&&cell line:HFF-tert (telomerase-immortalized), transduced with lentivirus containing an inducible ICP27 cassette and rtTA3&&cell type:Human telomerase reverse transcriptase (hTERT)-Immortalized cell line&&treatment:no doxycycline, no KCl&&"
GSE208078,"ICP22/27 OE, salt stress","HFF-tert doxycycline-inducible ICP27, no doxycycline, no KCl, rep2",NA,Homo sapiens sapiens,total RNA,ICP27_no_dox_rep2,gene_counts.tsv,ICP27_no_dox_R2.fq.gz,single,NextSeq 500,"tissue:foreskin&&cell line:HFF-tert (telomerase-immortalized), transduced with lentivirus containing an inducible ICP27 cassette and rtTA3&&cell type:Human telomerase reverse transcriptase (hTERT)-Immortalized cell line&&treatment:no doxycycline, no KCl&&"
GSE208078,SSRP1 KD,"HFF-tert doxycycline-inducible artificial miRNA against SSRP1 (amiRNA1) Mock, +PAA, 8 hpi, Mock, no doxycycline, rep1",NA,Homo sapiens sapiens,total RNA,Mock_minus_dox_rep1,gene_counts.tsv,Mock_minus_dox_R1.fq.gz,single,NextSeq 500,"tissue:foreskin&&cell line:HFF-tert (telomerase-immortalized), transduced with lentivirus containing an inducible artificial miRNA against SSRP1 (amiRNA1)&&cell type:Human telomerase reverse transcriptase (hTERT)-Immortalized cell line&&treatment:no doxycycline, 350 ug/ml PAA supplemented upon removal of inoculum (8h treatment)&&Time post infection:Mock, +PAA, 8 hpi&&Infection with:Mock&&"
GSE208078,SSRP1 KD,"HFF-tert doxycycline-inducible artificial miRNA against SSRP1 (amiRNA2) Mock, +PAA, 8 hpi, Mock, no doxycycline, rep2",NA,Homo sapiens sapiens,total RNA,Mock_minus_dox_rep2,gene_counts.tsv,Mock_minus_dox_R2.fq.gz,single,NextSeq 500,"tissue:foreskin&&cell line:HFF-tert (telomerase-immortalized), transduced with lentivirus containing an inducible artificial miRNA against SSRP1 (amiRNA2)&&cell type:Human telomerase reverse transcriptase (hTERT)-Immortalized cell line&&treatment:no doxycycline, 350 ug/ml PAA supplemented upon removal of inoculum (8h treatment)&&Time post infection:Mock, +PAA, 8 hpi&&Infection with:Mock&&"
GSE208078,SSRP1 KD,"HFF-tert doxycycline-inducible artificial miRNA against SSRP1 (amiRNA1) Mock, +PAA, 8 hpi, Mock, 5ug/ml doxycycline for 24 h, rep1",NA,Homo sapiens sapiens,total RNA,Mock_plus_dox_rep1,gene_counts.tsv,Mock_plus_dox_R1.fq.gz,single,NextSeq 500,"tissue:foreskin&&cell line:HFF-tert (telomerase-immortalized), transduced with lentivirus containing an inducible artificial miRNA against SSRP1 (amiRNA1)&&cell type:Human telomerase reverse transcriptase (hTERT)-Immortalized cell line&&treatment:5ug/ml  doxycycline for 24 h, 350 ug/ml PAA supplemented upon removal of inoculum (8h treatment)&&Time post infection:Mock, +PAA, 8 hpi&&Infection with:Mock&&"
GSE208078,SSRP1 KD,"HFF-tert doxycycline-inducible artificial miRNA against SSRP1 (amiRNA2) Mock, +PAA, 8 hpi, Mock, 5ug/ml doxycycline for 24 h, rep2",NA,Homo sapiens sapiens,total RNA,Mock_plus_dox_rep2,gene_counts.tsv,Mock_plus_dox_R2.fq.gz,single,NextSeq 500,"tissue:foreskin&&cell line:HFF-tert (telomerase-immortalized), transduced with lentivirus containing an inducible artificial miRNA against SSRP1 (amiRNA2)&&cell type:Human telomerase reverse transcriptase (hTERT)-Immortalized cell line&&treatment:5ug/ml  doxycycline for 24 h, 350 ug/ml PAA supplemented upon removal of inoculum (8h treatment)&&Time post infection:Mock, +PAA, 8 hpi&&Infection with:Mock&&"
GSE208078,SSRP1 KD,"HFF-tert doxycycline-inducible artificial miRNA against SSRP1 (amiRNA1) 8 hpi, +PAA, HSV-1, strain F, no doxycycline, rep1",NA,Homo sapiens sapiens,total RNA,Wt_minus_dox_rep1,gene_counts.tsv,Wt_minus_dox_R1.fq.gz,single,NextSeq 500,"tissue:foreskin&&cell line:HFF-tert (telomerase-immortalized), transduced with lentivirus containing an inducible artificial miRNA against SSRP1 (amiRNA1)&&cell type:Human telomerase reverse transcriptase (hTERT)-Immortalized cell line&&treatment:no doxycycline, 350 ug/ml PAA supplemented upon removal of inoculum (8h treatment)&&Time post infection:8 hpi, +PAA&&Infection with:HSV-1, strain F&&"
GSE208078,SSRP1 KD,"HFF-tert doxycycline-inducible artificial miRNA against SSRP1 (amiRNA2) 8 hpi, +PAA, HSV-1, strain F, no doxycycline, rep2",NA,Homo sapiens sapiens,total RNA,Wt_minus_dox_rep2,gene_counts.tsv,Wt_minus_dox_R2.fq.gz,single,NextSeq 500,"tissue:foreskin&&cell line:HFF-tert (telomerase-immortalized), transduced with lentivirus containing an inducible artificial miRNA against SSRP1 (amiRNA2)&&cell type:Human telomerase reverse transcriptase (hTERT)-Immortalized cell line&&treatment:no doxycycline, 350 ug/ml PAA supplemented upon removal of inoculum (8h treatment)&&Time post infection:8 hpi, +PAA&&Infection with:HSV-1, strain F&&"
GSE208078,SSRP1 KD,"HFF-tert doxycycline-inducible artificial miRNA against SSRP1 (amiRNA1) 8 hpi, +PAA, HSV-1, strain F, 5ug/ml doxycycline for 24 h, rep1",NA,Homo sapiens sapiens,total RNA,Wt_plus_dox_rep1,gene_counts.tsv,Wt_plus_dox_R1.fq.gz,single,NextSeq 500,"tissue:foreskin&&cell line:HFF-tert (telomerase-immortalized), transduced with lentivirus containing an inducible artificial miRNA against SSRP1 (amiRNA1)&&cell type:Human telomerase reverse transcriptase (hTERT)-Immortalized cell line&&treatment:5ug/ml  doxycycline for 24 h, 350 ug/ml PAA supplemented upon removal of inoculum (8h treatment)&&Time post infection:8 hpi, +PAA&&Infection with:HSV-1, strain F&&"
GSE208078,SSRP1 KD,"HFF-tert doxycycline-inducible artificial miRNA against SSRP1 (amiRNA2) 8 hpi, +PAA, HSV-1, strain F, 5ug/ml doxycycline for 24 h, rep2",NA,Homo sapiens sapiens,total RNA,Wt_plus_dox_rep2,gene_counts.tsv,Wt_plus_dox_R2.fq.gz,single,NextSeq 500,"tissue:foreskin&&cell line:HFF-tert (telomerase-immortalized), transduced with lentivirus containing an inducible artificial miRNA against SSRP1 (amiRNA2)&&cell type:Human telomerase reverse transcriptase (hTERT)-Immortalized cell line&&treatment:5ug/ml  doxycycline for 24 h, 350 ug/ml PAA supplemented upon removal of inoculum (8h treatment)&&Time post infection:8 hpi, +PAA&&Infection with:HSV-1, strain F&&"
GSE208078,SSRP1 KD,"HFF-tert doxycycline-inducible artificial miRNA against SSRP1 (amiRNA1) 8 hpi, +PAA, HSV-1, strain F, US1 deleted, no doxycycline, rep1",NA,Homo sapiens sapiens,total RNA,ICP22_minus_dox_rep1,gene_counts.tsv,ICP22_minus_dox_R1.fq.gz,single,NextSeq 500,"tissue:foreskin&&cell line:HFF-tert (telomerase-immortalized), transduced with lentivirus containing an inducible artificial miRNA against SSRP1 (amiRNA1)&&cell type:Human telomerase reverse transcriptase (hTERT)-Immortalized cell line&&treatment:no doxycycline, 350 ug/ml PAA supplemented upon removal of inoculum (8h treatment)&&Time post infection:8 hpi, +PAA&&Infection with:HSV-1, strain F, US1 deleted&&"
GSE208078,SSRP1 KD,"HFF-tert doxycycline-inducible artificial miRNA against SSRP1 (amiRNA2) 8 hpi, +PAA, HSV-1, strain F, US1 deleted, no doxycycline, rep2",NA,Homo sapiens sapiens,total RNA,ICP22_minus_dox_rep2,gene_counts.tsv,ICP22_minus_dox_R2.fq.gz,single,NextSeq 500,"tissue:foreskin&&cell line:HFF-tert (telomerase-immortalized), transduced with lentivirus containing an inducible artificial miRNA against SSRP1 (amiRNA2)&&cell type:Human telomerase reverse transcriptase (hTERT)-Immortalized cell line&&treatment:no doxycycline, 350 ug/ml PAA supplemented upon removal of inoculum (8h treatment)&&Time post infection:8 hpi, +PAA&&Infection with:HSV-1, strain F, US1 deleted&&"
GSE208078,SSRP1 KD,"HFF-tert doxycycline-inducible artificial miRNA against SSRP1 (amiRNA1) 8 hpi, +PAA, HSV-1, strain F, US1 deleted, 5ug/ml doxycycline for 24 h, rep1",NA,Homo sapiens sapiens,total RNA,ICP22_plus_dox_rep1,gene_counts.tsv,ICP22_plus_dox_R1.fq.gz,single,NextSeq 500,"tissue:foreskin&&cell line:HFF-tert (telomerase-immortalized), transduced with lentivirus containing an inducible artificial miRNA against SSRP1 (amiRNA1)&&cell type:Human telomerase reverse transcriptase (hTERT)-Immortalized cell line&&treatment:5ug/ml  doxycycline for 24 h, 350 ug/ml PAA supplemented upon removal of inoculum (8h treatment)&&Time post infection:8 hpi, +PAA&&Infection with:HSV-1, strain F, US1 deleted&&"
GSE208078,SSRP1 KD,"HFF-tert doxycycline-inducible artificial miRNA against SSRP1 (amiRNA2) 8 hpi, +PAA, HSV-1, strain F, US1 deleted, 5ug/ml doxycycline for 24 h, rep2",NA,Homo sapiens sapiens,total RNA,ICP22_plus_dox_rep2,gene_counts.tsv,ICP22_plus_dox_R2.fq.gz,single,NextSeq 500,"tissue:foreskin&&cell line:HFF-tert (telomerase-immortalized), transduced with lentivirus containing an inducible artificial miRNA against SSRP1 (amiRNA2)&&cell type:Human telomerase reverse transcriptase (hTERT)-Immortalized cell line&&treatment:5ug/ml  doxycycline for 24 h, 350 ug/ml PAA supplemented upon removal of inoculum (8h treatment)&&Time post infection:8 hpi, +PAA&&Infection with:HSV-1, strain F, US1 deleted&&"
GSE212820,2018-10-10_Lars_Doelken,"mock infection, replicate 1",NA,human,transposon tagged DNA,Mock_1,Mock_1.bedgraph,Mock_1_R1.fq.gz;Mock_1_R2.fq.gz,paired-end,Illumina NextSeq 500,tissue:human fetal foreskin fibroblasts&&cell line:human fetal foreskin fibroblasts&&time post infection:no infection&&Library Strategy:ATAC-seq&&GEO accession number:GSM5608518&&
GSE212820,2018-10-10_Lars_Doelken,"mock infection, replicate 2",NA,human,transposon tagged DNA,Mock_2,Mock_2.bedgraph,Mock_2_R1.fq.gz;Mock_2_R2.fq.gz,paired-end,Illumina NextSeq 500,tissue:human fetal foreskin fibroblasts&&cell line:human fetal foreskin fibroblasts&&time post infection:no infection&&Library Strategy:ATAC-seq&&GEO accession number:GSM5608519&&
GSE212820,2018-10-10_Lars_Doelken,"HSV-1 wt, strain 17, replicate 1",NA,human,transposon tagged DNA,WT_1,WT_1.bedgraph,WT_1_R1.fq.gz;WT_1_R2.fq.gz,paired-end,Illumina NextSeq 500,tissue:human fetal foreskin fibroblasts&&cell line:human fetal foreskin fibroblasts&&time post infection:8 hpi&&HSV-1 strain:strain 17&&Library Strategy:ATAC-seq&&GEO accession number:GSM5608520&&
GSE212820,2018-10-10_Lars_Doelken,"HSV-1 wt, strain 17, replicate 2",NA,human,transposon tagged DNA,WT_2,WT_2.bedgraph,WT_2_R1.fq.gz;WT_2_R2.fq.gz,paired-end,Illumina NextSeq 500,tissue:human fetal foreskin fibroblasts&&cell line:human fetal foreskin fibroblasts&&time post infection:8 hpi&&HSV-1 strain:strain 17&&Library Strategy:ATAC-seq&&GEO accession number:GSM5608521&&
GSE212820,2019-10-10_Lars_Doelken,"HSV-1 wt, strain 17, +PAA, replicate 1",NA,human,transposon tagged DNA,WT_plus_PAA_1,WT_plus_PAA_1.bedgraph,WT_plus_PAA_1_R1.fq.gz;WT_plus_PAA_1_R2.fq.gz,paired-end,Illumina NextSeq 500,tissue:human fetal foreskin fibroblasts&&cell line:human fetal foreskin fibroblasts&&treatment:PAA 300ug/ml&&time post infection:9 hpi&&HSV-1 strain:strain 17&&Library Strategy:ATAC-seq&&GEO accession number:GSM5608522&&
